occurrence_id,token,tex_line,context_sha256,context,classification,obligation_ids,audit_note
UC-a9e0271608a8754b,stable,818,6c81de8bcaecb0030e4c144730f23daa2000b699e1d028a1a6806357afb90649,$X$-stable. Now $|U||V|/|S|=2(q-1)/(q+1)$ with $q+1$ odd and coprime to,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"PSL(2,q) family claim; routed to exact arithmetic, structural sources, and finite exceptions."
UC-1d3e8e8d8ed3ac3d,certified,833,8552862b931e0ab4d5fa937fb7bab1ab9260f95b1e2939836af22ada23d90b37,For $n\leq14$ this is machine-certified: $n\leq10$ falls under,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"Alternating-family claim; routed to exact arithmetic, subgroup sources, and finite exceptions."
UC-d65de85fcb674c88,all,835,c0d25300ef40816940245bdbe54c15ba62f086b03a68bc25fee9ebb8835c3061,"automorphisms fuse classes; all five $X$ are handled there), and",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"Alternating-family claim; routed to exact arithmetic, subgroup sources, and finite exceptions."
UC-491802e5390f62b2,maximal,841,9ffa7799fa7ee345b327404fc2bb61503ad401d209ef1d7d9695b5e341e7ffc9,"$I:=(S_{n/2}\wr S_2)\cap A_n$. Each $M_m$ is maximal in $A_n$, and $I$",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"Alternating-family claim; routed to exact arithmetic, subgroup sources, and finite exceptions."
UC-d5b7a225c44c8f61,maximal,842,38c108ce1e29a6a3273a77e371db59cd5bc849864e4ce17b4959ee5f19d77835,is maximal outside a finite list of exceptions all with $n\leq14$,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"Alternating-family claim; routed to exact arithmetic, subgroup sources, and finite exceptions."
UC-741ee7eff03dbf68,all,842,38c108ce1e29a6a3273a77e371db59cd5bc849864e4ce17b4959ee5f19d77835,is maximal outside a finite list of exceptions all with $n\leq14$,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"Alternating-family claim; routed to exact arithmetic, subgroup sources, and finite exceptions."
UC-187eca56d21ad3e7,all,846,f9ecc684ea13493609a061ba461c6c6ab19ce73331d0d0581d252908408f195e,$\Aut(A_n)=S_n$ for $n\neq6$: all these classes are $X$-stable for every,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"Alternating-family claim; routed to exact arithmetic, subgroup sources, and finite exceptions."
UC-530a45d966f8e062,stable,846,f9ecc684ea13493609a061ba461c6c6ab19ce73331d0d0581d252908408f195e,$\Aut(A_n)=S_n$ for $n\neq6$: all these classes are $X$-stable for every,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"Alternating-family claim; routed to exact arithmetic, subgroup sources, and finite exceptions."
UC-0f466bc905a9c426,every,846,f9ecc684ea13493609a061ba461c6c6ab19ce73331d0d0581d252908408f195e,$\Aut(A_n)=S_n$ for $n\neq6$: all these classes are $X$-stable for every,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"Alternating-family claim; routed to exact arithmetic, subgroup sources, and finite exceptions."
UC-0a33ab2b42697585,all,852,3c30a6542d7bd8d2e8a494c1cad8812732a16c14d30388651867ee9abe2e6481,"subgroup order is $0$ (all parts of the partitions involved are $<p$),",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"Alternating-family claim; routed to exact arithmetic, subgroup sources, and finite exceptions."
UC-5ab3d0ffd43d8147,maximal,885,44b55c2de8d662fb7098122cb1fbc5cce376ac3cf9f18590fc737ef7e588fab4,"Let $P_1,P_2$ be maximal parabolic subgroups from two distinct classes",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,No-graph Lie-family claim; routed to universal arithmetic and exact parabolic/automorphism sources.
UC-7d053a19a6c2ca2b,maximal,887,17938c91abd741883cd1bf8cfd8c03ca9ee750e42c755beda1d3edbe15fe5f3c,maximal subgroups of $S$: any overgroup of a parabolic contains a Borel,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,No-graph Lie-family claim; routed to universal arithmetic and exact parabolic/automorphism sources.
UC-d6b59a7fd1bf4548,every,888,86674e7206d18b786d047cb489929c7003fd6fd3366a57d0b8a7d0124429c19d,"subgroup, and every subgroup containing a Borel is parabolic",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,No-graph Lie-family claim; routed to universal arithmetic and exact parabolic/automorphism sources.
UC-ab099d13b6390552,every,899,a493b48cd6e04137c58d7ba26a14f4115dfc5fb3230d9ed286f0e1e9e1c3db04,hypothesis and treated in Theorem~\ref{thm:graph}). So every parabolic,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,No-graph Lie-family claim; routed to universal arithmetic and exact parabolic/automorphism sources.
UC-be1b1acfaef13b09,stable,900,cb0ec9616d0cdbc5ad351ef1ab188d3338110c96c13c61c8839c9d863a8401dd,class is $X$-stable for every $X$.,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,No-graph Lie-family claim; routed to universal arithmetic and exact parabolic/automorphism sources.
UC-2b511a92724de3c3,every,900,cb0ec9616d0cdbc5ad351ef1ab188d3338110c96c13c61c8839c9d863a8401dd,class is $X$-stable for every $X$.,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,No-graph Lie-family claim; routed to universal arithmetic and exact parabolic/automorphism sources.
UC-064fa35c4f079df5,maximal,906,b1d7930f759895a9644a155f9b5ccc4ba78db1132144f17adfc7cd9015e88aca,(ii) $r$ divides no maximal parabolic order: $|P_i|=q^{N_i}|L_i|,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,No-graph Lie-family claim; routed to universal arithmetic and exact parabolic/automorphism sources.
UC-481baa992f6d2e81,every,909,f4550ad88ddaa0a451257cb957aafe8b9e7930976dd39f27ff05026cda8f802d,$h_i$ the largest torus exponent of $L_i$; in every listed case every,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,No-graph Lie-family claim; routed to universal arithmetic and exact parabolic/automorphism sources.
UC-f67e8da066dd3dbf,every,909,f4550ad88ddaa0a451257cb957aafe8b9e7930976dd39f27ff05026cda8f802d,$h_i$ the largest torus exponent of $L_i$; in every listed case every,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,No-graph Lie-family claim; routed to universal arithmetic and exact parabolic/automorphism sources.
UC-1f091c4392d9ce63,exactly,945,7f153463e9bcf7a0f1cea235c7b25f1cacfcaab01aa0dab4d7fef9f28532ceda,"These are exactly the twisted types of twisted $BN$-pair rank $\geq2$,",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-6fce4c9f24d03277,maximal,946,60603165eb4efadc809dc40c67e03ed33208f5868427e47fb4d1c07c9e265851,so $S$ has at least two classes of maximal parabolic subgroups,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-f0f5ff06c4e329a0,maximal,947,b299b717fa399784b32bf756331aadf1e049da37ccf07e7b7706d3b45827f5c5,"$P_1,P_2$, maximal in $S$ as in Theorem~\ref{thm:nograph}. The required",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-7f40bdcf48f46ba7,every,948,5da1710022b31eab267e7d516e0be494ebf1afb11ee2d556d35e9cb7d194cd11,applicability is explicit: every finite group of Lie type in defining,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-28708f3670c4aec7,every,954,6e6c04e56f7663294164d6220ae82fd765ebc50c0076fffccd1094e00c66dcb2,\emph{Stability.} We claim every parabolic class is $X$-stable for every,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-7d16d8098dc47529,stable,954,6e6c04e56f7663294164d6220ae82fd765ebc50c0076fffccd1094e00c66dcb2,\emph{Stability.} We claim every parabolic class is $X$-stable for every,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-83ad3320f8ab71c5,every,954,6e6c04e56f7663294164d6220ae82fd765ebc50c0076fffccd1094e00c66dcb2,\emph{Stability.} We claim every parabolic class is $X$-stable for every,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-c18ec18f9fcc46eb,Every,955,14d73b284273b3689ab41b2d8dfefc7dfc32e42c037d8cc0e5b18ce48407f13c,$X$. Every $a\in\Aut(S)$,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-103df5d33257f70f,exactly,956,cb40bf67cc4f5168e842aa2cf38205c8682f2f66086d55b914937f96199bbe53,permutes the parabolic subgroups: they are exactly the overgroups of the,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-08487cd3dcefcfb1,every,968,e9087b4936efcbfd56e6aefd406663668ea4b59a982c899c63d2bf169aed006f,type. Thus they map every standard parabolic $Q_J$ to a conjugate of the same,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-0193a0ebe7906979,every,969,c001464376f590893f0908e78783c12d80197c383352c4d480db050df415274e,type. Hence every automorphism fixes every,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-52c8544237c6b042,every,969,c001464376f590893f0908e78783c12d80197c383352c4d480db050df415274e,type. Hence every automorphism fixes every,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-7ed7c1a14b873c9b,maximal,971,8d10e4d19247737d9f9fa32ab2099c435af6f87fc73b2e740283e8307768b717,directly that the two maximal parabolic classes cannot be interchanged:,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-5d62bac36bfd8233,every,977,fcefd7adf06e420035bcc9e9ea960ec25e5955585a5ffb0086896a162bd73cd3,automorphism.) So every parabolic,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-872c64ff48bb6dee,stable,978,cb0ec9616d0cdbc5ad351ef1ab188d3338110c96c13c61c8839c9d863a8401dd,class is $X$-stable for every $X$.,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-3ed688cdbd400c76,every,978,cb0ec9616d0cdbc5ad351ef1ab188d3338110c96c13c61c8839c9d863a8401dd,class is $X$-stable for every $X$.,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-e32b144a984228c4,all,988,f24bade31ba71effc12b51bd593b783578cfd72212a537bd792bbf04d4a02a7d,"($j\leq2$) and $q^j-(-1)^j$ ($j\leq n-2$), all dividing $p^m-1$ with",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-7e5b285546b920b3,maximal,1005,5abfa36ee07ae995c5352a93aaf9549ceb19449bf4ea05dd33636c327f234276,maximal parabolic classes correspond to the four $\tau$-orbits of nodes,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-ae5157099286e0f5,stable,1007,6570fc760619b08d9d607972fdf5f63786a5d3c422f0c73cc4d7a814c8be43aa,"$\{3,5\}$; the complementary $\tau$-stable subdiagrams are $A_5$,",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-378dc85a4a87d4a3,all,1012,9af644fa8e58afae43671972a7477eaf2dcd70ba62fc2efeb9efb5b6b87d019f,"$\leq10f,\,6f,\,8f,\,4f$ respectively, all $<18f$. Any two classes",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-883bafacef080f14,every,1026,27e9b03b89942913fed5fb9ed11e5dd66daedf33ab455cf3c4880d496fee384d,\emph{$r\nmid x$.} In every case $x$ divides $d_S\cdot c f$ where the,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-2E6-LEVI;SRC-AUTOMORPHISMS;SRC-MAXIMALITY,"Higher twisted-rank family claim; routed to arithmetic, BN-pair, Levi, automorphism, and maximality sources."
UC-3b7cdb1d12b9e6fe,maximal,1054,1f6f01ef6ae0721c1b36c79c2c6aa5849673c57beda3783738cca6456b7db996,"subgroups $B=N_S(Q)$, $Q\in\Syl_p(S)$; $B$ is a \emph{maximal}",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Twisted rank-one family claim; routed to exact arithmetic, subgroup sources, and boundary cases."
UC-6b7b0a31b60b4743,stable,1055,4a1717b65afb35ce92382ffaae91ed10e8b59b6d4290136ea40de56e3ad4978b,subgroup (rank-one $BN$-pair) and its class is $X$-stable for every $X$.,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Twisted rank-one family claim; routed to exact arithmetic, subgroup sources, and boundary cases."
UC-d605e8dab7c72eb3,every,1055,4a1717b65afb35ce92382ffaae91ed10e8b59b6d4290136ea40de56e3ad4978b,subgroup (rank-one $BN$-pair) and its class is $X$-stable for every $X$.,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Twisted rank-one family claim; routed to exact arithmetic, subgroup sources, and boundary cases."
UC-8783b4c76be048d9,stable,1056,a20f4a81b5b5a7c941781dd397a935d5c9bb0395f82d74e8d3819d0023659d5a,We pair it with a second $X$-stable maximal class avoiding a Zsigmondy,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Twisted rank-one family claim; routed to exact arithmetic, subgroup sources, and boundary cases."
UC-019b056640f03136,maximal,1056,a20f4a81b5b5a7c941781dd397a935d5c9bb0395f82d74e8d3819d0023659d5a,We pair it with a second $X$-stable maximal class avoiding a Zsigmondy,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Twisted rank-one family claim; routed to exact arithmetic, subgroup sources, and boundary cases."
UC-d386743febb7f2bd,maximal,1062,5a95daa1eabdb2e94279d004d275b2bb83e6380199fdcf2da2234a9152b900b4,"maximal for $q\geq3$, $q\neq5$ \cite[Table~8.5, p.~379]{BHRD} (class",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Twisted rank-one family claim; routed to exact arithmetic, subgroup sources, and boundary cases."
UC-04a5595897cc7fec,every,1063,4b629ad8b41b27cde68f6a28e9a14fab8771156f8de0afe3153cd0ce1a972d28,"$\mathcal{C}_1$), one class, preserved by every semilinear",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Twisted rank-one family claim; routed to exact arithmetic, subgroup sources, and boundary cases."
UC-bb538526c4203d50,maximality,1070,cf9a7768fdc0fe0cb1e04d9aab52216ec146e8f917cdb31f20821891b3fb23d7,"For $q\in\{3,4,5,7\}$ (in particular the maximality exception $q=5$),",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Twisted rank-one family claim; routed to exact arithmetic, subgroup sources, and boundary cases."
UC-ef2ce8691d7e5762,maximal,1075,372ac8dbc85b780974e13a3d5cdbc687c4630ae414758c3451867f88d98cf19e,maximal by Suzuki's classification \cite{Suzuki1962}; see also,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Twisted rank-one family claim; routed to exact arithmetic, subgroup sources, and boundary cases."
UC-a4a79b6a20206948,stable,1077,dbcb409e30cc5df264e05a7a01ced8639bb533c6fa8f7ff44a903b11873a3b5d,"class, stable",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Twisted rank-one family claim; routed to exact arithmetic, subgroup sources, and boundary cases."
UC-32639703e32c5870,stable,1085,5080060f925a97d330e3cfd7365352a3949c2ca3c63d3b8b28d488ccfe16920a,"$\iota$ (one class of involutions, so $[V]$ is $\Aut$-stable),",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Twisted rank-one family claim; routed to exact arithmetic, subgroup sources, and boundary cases."
UC-6115f0c8c03f7368,maximal,1086,e6e2ad0d5248f5e68abd0f629fa5efcf566436d5321726a15da57aa95379f6ab,$|V|=q(q^2-1)$; $V$ is maximal,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-TWISTED-BN;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Twisted rank-one family claim; routed to exact arithmetic, subgroup sources, and boundary cases."
UC-492f6f47f609aa7d,every,1123,949e0d1fa4d6f79f6c7310b11dd9edd3e9b656142bd0782792a33cfdd06a44e4,symmetry; automorphisms with trivial graph part preserve every type. By,MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-bd6339179624d427,Every,1128,3f8ca4c4a6283aa8a276d0f9d0336b378644e7f623cb06868ae4956a25a055b8,\emph{Case A: $X$ with trivial graph part.} Every parabolic class is,MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
